encuesta,estrato,region,sexo,edad,nivel_educativo,cantidad_de_integrantes_en_el_hogar,voto,voto_anterior
Nacional,Buenos Aires,Región Metropolitana,masculino,43,sec,1,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,32,univ,5,Milei,Macri
Nacional,Chaco,Región NEA,masculino,17,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,18,sec,4,Massa,Fernández
Nacional,Misiones,Región NEA,femenino,23,sec,3,Bregman,Otro/Blanco
Nacional,Córdoba,Región Pampeana,femenino,45,prim,4,Bregman,Macri
Nacional,Mendoza,Región Cuyo,masculino,21,sec,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,67,prim,3,Otro/Blanco,Macri
Nacional,Mendoza,Región Cuyo,masculino,26,sec,2,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,24,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,23,terc,1,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,23,prim,2,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,masculino,67,prim,5,Milei,Otro/Blanco
Nacional,La Pampa,Región Pampeana,masculino,44,sec,3,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,masculino,45,prim,5,Massa,Lavagna
Nacional,Buenos Aires,Región Metropolitana,femenino,25,terc,5,Schiaretti,Fernández
Nacional,Chaco,Región NEA,femenino,82,sec,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,19,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,16,prim,2,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,50,sec,5,Massa,Lavagna
Nacional,Buenos Aires,Región Metropolitana,femenino,21,terc,2,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,69,prim,4,Otro/Blanco,Fernández
Nacional,Tucumán,Región NOA,femenino,54,univ,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,79,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,20,univ,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,17,univ,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,29,prim,2,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,25,terc,1,Bullrich,Lavagna
Nacional,Entre Ríos,Región Pampeana,femenino,84,sec,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,17,prim,2,Bullrich,Macri
Nacional,Río Negro,Región Patagonia,masculino,35,univ,4,Bregman,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,53,prim,1,Bregman,Fernández
Nacional,Formosa,Región NEA,femenino,58,prim,2,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,35,univ,3,Bullrich,Fernández
Nacional,Misiones,Región NEA,masculino,77,prim,6,Milei,Macri
Nacional,Jujuy,Región NOA,masculino,32,terc,4,Bullrich,Macri
Nacional,Mendoza,Región Cuyo,femenino,31,sec,6,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,48,sec,5,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,67,terc,5,Milei,Fernández
Nacional,Tucumán,Región NOA,masculino,66,sec,4,Bullrich,Macri
Nacional,Tucumán,Región NOA,femenino,24,prim,1,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,23,terc,2,Massa,Fernández
Nacional,Córdoba,Región Pampeana,masculino,64,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,49,terc,3,Milei,Macri
Nacional,Misiones,Región NEA,femenino,27,sec,1,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,23,prim,3,Otro/Blanco,Fernández
Nacional,Córdoba,Región Pampeana,femenino,32,univ,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,28,prim,2,Schiaretti,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,38,terc,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,20,sec,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,23,prim,1,Otro/Blanco,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,58,prim,4,Massa,Fernández
Nacional,Jujuy,Región NOA,femenino,30,sec,4,Bullrich,Macri
Nacional,Chaco,Región NEA,masculino,17,sec,6,Bregman,Otro/Blanco
Nacional,Tucumán,Región NOA,femenino,27,prim,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,16,univ,5,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,27,univ,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,67,sec,1,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,66,univ,3,Massa,Fernández
Nacional,Formosa,Región NEA,femenino,18,sec,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,33,prim,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,35,univ,2,Milei,Lavagna
Nacional,Mendoza,Región Cuyo,femenino,39,prim,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,33,prim,3,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,77,sec,3,Schiaretti,Lavagna
Nacional,Corrientes,Región NEA,masculino,25,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,21,terc,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,21,prim,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,67,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,27,univ,2,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,37,prim,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,17,sec,3,Schiaretti,Macri
Nacional,Formosa,Región NEA,femenino,26,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,19,terc,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,45,univ,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,25,sec,2,Massa,Fernández
Nacional,Corrientes,Región NEA,masculino,28,sec,1,Schiaretti,Macri
Nacional,Tucumán,Región NOA,femenino,53,prim,3,Massa,Fernández
Nacional,Mendoza,Región Cuyo,femenino,55,prim,2,Milei,Fernández
Nacional,Córdoba,Región Pampeana,masculino,25,sec,1,Schiaretti,Otro/Blanco
Nacional,Santiago del Estero,Región NOA,femenino,18,sec,4,Bullrich,Macri
Nacional,San Luis,Región Cuyo,masculino,33,prim,2,Schiaretti,Fernández
Nacional,Santiago del Estero,Región NOA,masculino,17,prim,3,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,masculino,56,sec,6,Bregman,Fernández
Nacional,Corrientes,Región NEA,femenino,27,prim,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,53,prim,2,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,24,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,36,sec,2,Massa,Fernández
Nacional,Río Negro,Región Patagonia,masculino,46,sec,4,Milei,Fernández
Nacional,Jujuy,Región NOA,femenino,25,terc,3,Schiaretti,Fernández
Nacional,Neuquén,Región Patagonia,femenino,39,sec,4,Otro/Blanco,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,35,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,30,sec,3,Bregman,Fernández
Nacional,Córdoba,Región Pampeana,masculino,59,sec,2,Bregman,Lavagna
Nacional,Córdoba,Región Pampeana,masculino,35,prim,1,Milei,Macri
Nacional,San Luis,Región Cuyo,femenino,58,sec,1,Schiaretti,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,84,univ,5,Milei,Macri
Nacional,Misiones,Región NEA,masculino,50,sec,5,Massa,Lavagna
Nacional,Neuquén,Región Patagonia,masculino,33,prim,2,Massa,Macri
Nacional,Jujuy,Región NOA,femenino,36,sec,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,57,univ,1,Massa,Fernández
Nacional,Mendoza,Región Cuyo,femenino,32,sec,1,Milei,Macri
Nacional,Río Negro,Región Patagonia,femenino,49,sec,3,Massa,Fernández
Nacional,Tucumán,Región NOA,femenino,29,sec,2,Otro/Blanco,Fernández
Nacional,Córdoba,Región Pampeana,masculino,81,univ,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,22,prim,1,Milei,Macri
Nacional,Formosa,Región NEA,femenino,33,sec,5,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,40,terc,1,Massa,Fernández
Nacional,Santiago del Estero,Región NOA,femenino,42,sec,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,79,prim,4,Milei,Macri
Nacional,Córdoba,Región Pampeana,femenino,51,sec,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,22,prim,4,Milei,Macri
Nacional,San Juan,Región Cuyo,masculino,26,sec,3,Schiaretti,Lavagna
Nacional,Buenos Aires,Región Metropolitana,masculino,30,sec,6,Massa,Macri
Nacional,Río Negro,Región Patagonia,femenino,43,univ,4,Schiaretti,Lavagna
Nacional,Salta,Región NOA,masculino,38,sec,4,Milei,Macri
Nacional,Catamarca,Región NOA,masculino,43,sec,1,Massa,Fernández
Nacional,Río Negro,Región Patagonia,masculino,43,terc,5,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,19,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,84,sec,4,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,femenino,48,prim,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,18,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,48,prim,5,Milei,Macri
Nacional,Chaco,Región NEA,femenino,27,sec,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,masculino,33,sec,1,Bregman,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,22,sec,2,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,61,prim,4,Milei,Lavagna
Nacional,Santiago del Estero,Región NOA,femenino,48,sec,1,Otro/Blanco,Otro/Blanco
Nacional,Salta,Región NOA,masculino,28,prim,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,78,sec,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,32,prim,4,Schiaretti,Fernández
Nacional,Río Negro,Región Patagonia,masculino,45,prim,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,31,terc,4,Milei,Macri
Nacional,Corrientes,Región NEA,masculino,26,sec,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,55,prim,4,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,19,prim,6,Massa,Fernández
Nacional,San Juan,Región Cuyo,masculino,19,sec,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,41,univ,5,Bullrich,Fernández
Nacional,Misiones,Región NEA,femenino,18,prim,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,44,sec,2,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,30,pos,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,31,prim,2,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,20,sec,1,Bullrich,Macri
Nacional,Tucumán,Región NOA,femenino,22,prim,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,29,prim,4,Milei,Lavagna
Nacional,Mendoza,Región Cuyo,masculino,23,prim,3,Milei,Fernández
Nacional,Corrientes,Región NEA,masculino,17,sec,2,Milei,Macri
Nacional,Corrientes,Región NEA,femenino,26,terc,6,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,20,sec,4,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,femenino,23,sec,4,Milei,Macri
Nacional,La Pampa,Región Pampeana,masculino,58,sec,1,Bullrich,Macri
Nacional,Salta,Región NOA,masculino,46,sec,2,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,59,prim,2,Bullrich,Macri
Nacional,Entre Ríos,Región Pampeana,femenino,19,univ,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,58,prim,4,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,22,sec,1,Milei,Macri
Nacional,Mendoza,Región Cuyo,femenino,22,sec,2,Massa,Fernández
Nacional,La Rioja,Región NOA,femenino,26,univ,1,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,26,terc,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,71,terc,2,Schiaretti,Macri
Nacional,Chaco,Región NEA,masculino,37,univ,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,21,sec,4,Milei,Fernández
Nacional,Chaco,Región NEA,masculino,25,univ,2,Bullrich,Macri
Nacional,Corrientes,Región NEA,masculino,19,prim,2,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,50,terc,4,Massa,Fernández
Nacional,Tucumán,Región NOA,masculino,16,terc,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,20,prim,1,Massa,Fernández
Nacional,Corrientes,Región NEA,femenino,43,prim,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,29,prim,6,Otro/Blanco,Macri
Nacional,Córdoba,Región Pampeana,masculino,31,sec,2,Milei,Otro/Blanco
Nacional,Neuquén,Región Patagonia,masculino,22,prim,1,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,46,prim,6,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,78,univ,6,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,53,univ,4,Schiaretti,Otro/Blanco
Nacional,Córdoba,Región Pampeana,femenino,24,sec,3,Bullrich,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,19,terc,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,42,sec,1,Milei,Macri
Nacional,San Luis,Región Cuyo,masculino,24,sec,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,48,univ,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,51,sec,1,Milei,Otro/Blanco
Nacional,Santiago del Estero,Región NOA,masculino,23,prim,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,62,sec,4,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,80,prim,1,Bullrich,Macri
Nacional,Chaco,Región NEA,femenino,20,sec,1,Schiaretti,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,78,sec,3,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,59,prim,1,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,71,sec,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,69,sec,6,Bullrich,Macri
Nacional,Formosa,Región NEA,femenino,39,sec,3,Massa,Fernández
Nacional,Tucumán,Región NOA,femenino,25,prim,2,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,25,prim,2,Bullrich,Fernández
Nacional,San Juan,Región Cuyo,femenino,48,sec,6,Schiaretti,Macri
Nacional,Mendoza,Región Cuyo,masculino,40,sec,6,Milei,Otro/Blanco
Nacional,La Pampa,Región Pampeana,masculino,38,prim,6,Otro/Blanco,Fernández
Nacional,Córdoba,Región Pampeana,masculino,21,sec,1,Massa,Fernández
Nacional,Entre Ríos,Región Pampeana,femenino,28,sec,3,Milei,Macri
Nacional,Catamarca,Región NOA,masculino,23,sec,2,Massa,Fernández
Nacional,Tucumán,Región NOA,masculino,22,prim,4,Bregman,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,57,sec,5,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,63,sec,6,Milei,Macri
Nacional,Mendoza,Región Cuyo,masculino,46,sec,2,Massa,Fernández
Nacional,Tucumán,Región NOA,masculino,29,univ,2,Schiaretti,Macri
Nacional,Formosa,Región NEA,masculino,42,prim,2,Milei,Otro/Blanco
